0.02687386	-0.025323618	0.029313814	0.049080614	0.042647373	-0.010351598	-0.03466921	-0.04579958	0.04819384	0.011160456	0.042883743	0.044840407	-0.020135367	0.011453293	-0.010524891	0.03222462
-0.0558531	0.10018213	-0.044698667	-0.07703957	-0.021679716	-0.011528125	0.057691686	0.07416765	-0.049471784	-0.05283648	0.06863534	0.065325074	-0.035350114	-0.030481966	-0.02465847	0.037463613
-0.10179836	0.15228029	-0.06881577	-0.14931531	0.0046450067	-0.13313128	0.18939047	0.12148205	-0.039301448	-0.17624657	0.07182693	0.13177161	-0.07402367	-0.07313895	-0.054817416	0.061315987
0.28109837	-0.23218042	0.25104752	0.27485362	-0.2235159	0.2511394	-0.32159716	-0.209916	0.2527891	0.30748338	-0.27045122	-0.22564398	0.25668415	0.21817988	0.23086667	-0.31159228
0.10066577	-0.085311316	0.077124365	0.037532672	-0.07060447	0.07867902	-0.05904213	-0.004993536	0.05605945	0.10873523	-0.038257208	-0.015863778	0.054941908	0.09233112	0.086733244	-0.018145315
-0.010493239	0.039572634	0.041090216	0.018919555	-0.063399814	0.019469569	-0.033998862	-0.0061612213	0.040084608	-0.038279366	0.031118423	-0.032469947	-0.0059770336	0.012791736	-0.0067666573	0.043311417
0.18907893	-0.18187536	0.1764304	0.22714058	-0.27699405	0.19267948	-0.21318504	-0.20986022	0.31984422	0.27197698	-0.1797931	-0.21012154	0.17566663	0.22259486	0.24762008	-0.28603733
0.06778014	0.02836181	-0.025761627	0.0052495566	-0.046631068	0.049556237	-0.028269542	0.04317137	0.043032352	0.00074985245	-0.041772455	0.037996884	-0.0081153205	0.028915359	-0.014425263	-0.04563621
0.18893664	-0.21466185	0.15446554	0.2057769	-0.29803655	0.23937711	-0.18762712	-0.18913469	0.3301518	0.24376354	-0.18552962	-0.24136502	0.17790167	0.20480517	0.18557991	-0.27410665
-0.05350349	0.08587231	-0.04666948	-0.038773753	0.038896255	-0.05391421	0.056417868	0.024283405	-0.037687574	-0.03585649	0.029755967	-0.005095071	-0.028612407	-0.03363184	0.0028862895	0.08071529
0.2688069	-0.17393146	0.17324373	0.17339271	-0.2689678	0.21125294	-0.19301942	-0.21803649	0.3668923	0.24586402	-0.21533296	-0.18508422	0.20745523	0.23758137	0.1788724	-0.21512227
0.15704039	-0.14363733	0.14037688	0.17451665	-0.23347098	0.16302314	-0.21394788	-0.1904889	0.2461288	0.23973349	-0.14543782	-0.16739449	0.18705612	0.14513049	0.18070927	-0.19569954
